painting,paintingLabel,creator,creatorLabel,movement,movementLabel,museum,museumLabel,image
http://www.wikidata.org/entity/Q134619600,Man from Touraine,http://www.wikidata.org/entity/Q151152,Juan Gris,http://www.wikidata.org/entity/Q42934,cubismo,http://www.wikidata.org/entity/Q178065,Centro Pompidou,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%20-%20Le%20Tourangeau%20%28Man%20from%20Touraine%29%20%281918%29.jpg
http://www.wikidata.org/entity/Q134622913,Pierrot à la grappe,http://www.wikidata.org/entity/Q151152,Juan Gris,http://www.wikidata.org/entity/Q42934,cubismo,http://www.wikidata.org/entity/Q178065,Centro Pompidou,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%20-%20Pierrot%20%C3%A0%20la%20grappe%20%281919%29.jpg
http://www.wikidata.org/entity/Q134622939,Pierrot à la guitare,http://www.wikidata.org/entity/Q151152,Juan Gris,http://www.wikidata.org/entity/Q42934,cubismo,http://www.wikidata.org/entity/Q178065,Centro Pompidou,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%20-%20Pierrot%20%C3%A0%20la%20guitare%20%281919%29.jpg
http://www.wikidata.org/entity/Q134623081,Basket and Siphon,http://www.wikidata.org/entity/Q151152,Juan Gris,http://www.wikidata.org/entity/Q42934,cubismo,http://www.wikidata.org/entity/Q178065,Centro Pompidou,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%20-%20Panier%20et%20siphon%20%28Basket%20and%20Siphon%29%20%281925%29.jpg
http://www.wikidata.org/entity/Q175036,Guernica,http://www.wikidata.org/entity/Q5593,Pablo Picasso,http://www.wikidata.org/entity/Q42934,cubismo,http://www.wikidata.org/entity/Q460889,Museo Nacional Centro de Arte Reina Sofía,http://commons.wikimedia.org/wiki/Special:FilePath/Mural%20del%20%22Guernica%22%20de%20Picasso.jpg
http://www.wikidata.org/entity/Q6461080,La botella de anís,http://www.wikidata.org/entity/Q151152,Juan Gris,http://www.wikidata.org/entity/Q42934,cubismo,http://www.wikidata.org/entity/Q460889,Museo Nacional Centro de Arte Reina Sofía,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%20-%20La%20bouteille%20d%27anis%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q5849818,La era,http://www.wikidata.org/entity/Q5432,Francisco de Goya,http://www.wikidata.org/entity/Q122960,Rococó,http://www.wikidata.org/entity/Q160112,Museo del Prado,http://commons.wikimedia.org/wiki/Special:FilePath/La%20era.jpg
http://www.wikidata.org/entity/Q60328813,Saint Matorel,http://www.wikidata.org/entity/Q151152,Juan Gris,http://www.wikidata.org/entity/Q42934,cubismo,http://www.wikidata.org/entity/Q178065,Centro Pompidou,http://commons.wikimedia.org/wiki/Special:FilePath/Nature%20morte%20au%20livre.jpg
http://www.wikidata.org/entity/Q60329141,The Breakfast,http://www.wikidata.org/entity/Q151152,Juan Gris,http://www.wikidata.org/entity/Q42934,cubismo,http://www.wikidata.org/entity/Q178065,Centro Pompidou,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%20-%20The%20Breakfast%20%28Le%20Petit%20D%C3%A9jeuner%29%20%281915%29.jpg
http://www.wikidata.org/entity/Q60406715,The Music Paper,http://www.wikidata.org/entity/Q151152,Juan Gris,http://www.wikidata.org/entity/Q42934,cubismo,http://www.wikidata.org/entity/Q178065,Centro Pompidou,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%20-%20Le%20papier%20%C3%A0%20musique%20%28Music%20Paper%29%20%281913-1914%29.jpg
http://www.wikidata.org/entity/Q60585385,The Book,http://www.wikidata.org/entity/Q151152,Juan Gris,http://www.wikidata.org/entity/Q42934,cubismo,http://www.wikidata.org/entity/Q178065,Centro Pompidou,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Livre.jpg
http://www.wikidata.org/entity/Q60595491,Naturaleza muerta sobre una silla,http://www.wikidata.org/entity/Q151152,Juan Gris,http://www.wikidata.org/entity/Q42934,cubismo,http://www.wikidata.org/entity/Q178065,Centro Pompidou,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%20-%20Nature%20morte%20sur%20une%20chaise%20%28Still%20Life%20on%20a%20Chair%29%20%281917%29.jpg
http://www.wikidata.org/entity/Q60596957,The Guitar,http://www.wikidata.org/entity/Q151152,Juan Gris,http://www.wikidata.org/entity/Q42934,cubismo,http://www.wikidata.org/entity/Q178065,Centro Pompidou,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Guitare.jpg
http://www.wikidata.org/entity/Q110196728,Nature morte cubiste (Naturaleza muerta cubista),http://www.wikidata.org/entity/Q443779,María Blanchard,http://www.wikidata.org/entity/Q42934,cubismo,http://www.wikidata.org/entity/Q460889,Museo Nacional Centro de Arte Reina Sofía,http://commons.wikimedia.org/wiki/Special:FilePath/Mar%C3%ADa%20Blanchard%20MNCARS%20Madrid.jpg
http://www.wikidata.org/entity/Q111907801,La Alfombra azul,http://www.wikidata.org/entity/Q151152,Juan Gris,http://www.wikidata.org/entity/Q42934,cubismo,http://www.wikidata.org/entity/Q178065,Centro Pompidou,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%20-%20Le%20Tapis%20bleu%20%28The%20Blue%20Carpet%29%20%281925%29.jpg
http://www.wikidata.org/entity/Q125967116,Mujer con abanico,http://www.wikidata.org/entity/Q443779,María Blanchard,http://www.wikidata.org/entity/Q42934,cubismo,http://www.wikidata.org/entity/Q460889,Museo Nacional Centro de Arte Reina Sofía,http://commons.wikimedia.org/wiki/Special:FilePath/Woman%20with%20a%20Fan%2C%20by%20Maria%20Blanchard%2C%201916%2C%20oil%20on%20canvas%20-%20Museo%20Nacional%20Centro%20de%20Arte%20Reina%20Sof%C3%ADa%20-%20Madrid%2C%20Spain%20-%20DSC08510.JPG
http://www.wikidata.org/entity/Q3540491,Cabeza de venado o guitarra,http://www.wikidata.org/entity/Q297,Diego Velázquez,http://www.wikidata.org/entity/Q55995,naturalismo,http://www.wikidata.org/entity/Q160112,Museo del Prado,http://commons.wikimedia.org/wiki/Special:FilePath/Vel%C3%A1zquez%20-%20Cabeza%20de%20venado%20%28Museo%20del%20Prado%2C%201626-28%29.jpg
http://www.wikidata.org/entity/Q16615831,La Inmaculada Concepción (detalle),http://www.wikidata.org/entity/Q3109427,Jorge Manuel Theotocópuli,http://www.wikidata.org/entity/Q131808,manierismo,http://www.wikidata.org/entity/Q176251,Museo Nacional Thyssen-Bornemisza,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Inmaculada%20Concepci%C3%B3n%2C%20de%20El%20Greco%20y%20su%20hijo%20%28Museo%20Thyssen-Bornemisza%29.jpg
http://www.wikidata.org/entity/Q211293,Retrato de Luis Buñuel,http://www.wikidata.org/entity/Q5577,Salvador Dalí,http://www.wikidata.org/entity/Q170292,clasicismo,http://www.wikidata.org/entity/Q460889,Museo Nacional Centro de Arte Reina Sofía,http://commons.wikimedia.org/wiki/Special:FilePath/Madrid%20%2849191190833%29.jpg
http://www.wikidata.org/entity/Q16549709,Clotilde sentada en un sofá,http://www.wikidata.org/entity/Q351746,Joaquín Sorolla,http://www.wikidata.org/entity/Q166713,posimpresionismo,http://www.wikidata.org/entity/Q1592523,Museo Sorolla,http://commons.wikimedia.org/wiki/Special:FilePath/Joaqu%C3%ADn%20Sorolla%20y%20Bastida%20-%20Clotilde%20seated%20on%20the%20Sofa%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q18644289,La niña María Figueroa vestida de menina,http://www.wikidata.org/entity/Q351746,Joaquín Sorolla,http://www.wikidata.org/entity/Q166713,posimpresionismo,http://www.wikidata.org/entity/Q160112,Museo del Prado,http://commons.wikimedia.org/wiki/Special:FilePath/Joaqu%C3%ADn%20Sorolla%20-%20La%20ni%C3%B1a%20Mar%C3%ADa%20Figueroa%20vestida%20de%20menina.jpg
http://www.wikidata.org/entity/Q19251987,Instantánea,http://www.wikidata.org/entity/Q351746,Joaquín Sorolla,http://www.wikidata.org/entity/Q166713,posimpresionismo,http://www.wikidata.org/entity/Q1592523,Museo Sorolla,http://commons.wikimedia.org/wiki/Special:FilePath/Joaqu%C3%ADn%20Sorolla%20y%20Bastida%20-%20Capturing%20the%20moment%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q19266848,Santa en oración,http://www.wikidata.org/entity/Q351746,Joaquín Sorolla,http://www.wikidata.org/entity/Q166713,posimpresionismo,http://www.wikidata.org/entity/Q160112,Museo del Prado,http://commons.wikimedia.org/wiki/Special:FilePath/Joaqu%C3%ADn%20Sorolla%20-%20Santa%20en%20oraci%C3%B3n.jpg
http://www.wikidata.org/entity/Q19266875,La bata rosa,http://www.wikidata.org/entity/Q351746,Joaquín Sorolla,http://www.wikidata.org/entity/Q166713,posimpresionismo,http://www.wikidata.org/entity/Q1592523,Museo Sorolla,http://commons.wikimedia.org/wiki/Special:FilePath/Joaqu%C3%ADn%20Sorolla%20y%20Bastida%20-%20The%20Pink%20Robe.%20After%20the%20Bath%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q19266895,La actriz María Guerrero como «La dama boba»,http://www.wikidata.org/entity/Q351746,Joaquín Sorolla,http://www.wikidata.org/entity/Q166713,posimpresionismo,http://www.wikidata.org/entity/Q160112,Museo del Prado,http://commons.wikimedia.org/wiki/Special:FilePath/Joaqu%C3%ADn%20Sorolla%20-%20La%20actriz%20Mar%C3%ADa%20Guerrero%20como%20%27La%20Dama%20Boba.jpg
http://www.wikidata.org/entity/Q19735221,Saliendo del baño,http://www.wikidata.org/entity/Q351746,Joaquín Sorolla,http://www.wikidata.org/entity/Q166713,posimpresionismo,http://www.wikidata.org/entity/Q1592523,Museo Sorolla,http://commons.wikimedia.org/wiki/Special:FilePath/Joaqu%C3%ADn%20Sorolla%20y%20Bastida%20-%20After%20Bathing%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q21045432,Autorretrato Joaquín Sorolla,http://www.wikidata.org/entity/Q351746,Joaquín Sorolla,http://www.wikidata.org/entity/Q166713,posimpresionismo,http://www.wikidata.org/entity/Q1592523,Museo Sorolla,http://commons.wikimedia.org/wiki/Special:FilePath/Joaqu%C3%ADn%20Sorolla%20y%20Bastida%20-%20Self%20Portrait%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q59313447,"Saltando a la comba, La Granja",http://www.wikidata.org/entity/Q351746,Joaquín Sorolla,http://www.wikidata.org/entity/Q166713,posimpresionismo,http://www.wikidata.org/entity/Q1592523,Museo Sorolla,http://commons.wikimedia.org/wiki/Special:FilePath/Joaqu%C3%ADn%20Sorolla%20y%20Bastida%20-%20The%20Skipping%20Rope%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q59460976,El Baño en la Granja,http://www.wikidata.org/entity/Q351746,Joaquín Sorolla,http://www.wikidata.org/entity/Q166713,posimpresionismo,http://www.wikidata.org/entity/Q1592523,Museo Sorolla,http://commons.wikimedia.org/wiki/Special:FilePath/Museo%20Sorolla%20-%2000798%20-%20El%20ba%C3%B1o%20en%20La%20Granja.jpg
http://www.wikidata.org/entity/Q59492186,El niño de la barquita,http://www.wikidata.org/entity/Q351746,Joaquín Sorolla,http://www.wikidata.org/entity/Q166713,posimpresionismo,http://www.wikidata.org/entity/Q1592523,Museo Sorolla,http://commons.wikimedia.org/wiki/Special:FilePath/Museo%20Sorolla%20-%2000666%20-%20El%20ni%C3%B1o%20de%20la%20barquita.jpg
http://www.wikidata.org/entity/Q59550260,El Balandrito,http://www.wikidata.org/entity/Q351746,Joaquín Sorolla,http://www.wikidata.org/entity/Q166713,posimpresionismo,http://www.wikidata.org/entity/Q1592523,Museo Sorolla,http://commons.wikimedia.org/wiki/Special:FilePath/Joaqu%C3%ADn%20Sorolla%20y%20Bastida%20-%20The%20Little%20Sailing%20Boat%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q111907801,La Alfombra azul,http://www.wikidata.org/entity/Q151152,Juan Gris,http://www.wikidata.org/entity/Q478774,purismo vanguardista,http://www.wikidata.org/entity/Q178065,Centro Pompidou,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%20-%20Le%20Tapis%20bleu%20%28The%20Blue%20Carpet%29%20%281925%29.jpg
http://www.wikidata.org/entity/Q134619370,Violin and Fruit Dish,http://www.wikidata.org/entity/Q151152,Juan Gris,http://www.wikidata.org/entity/Q478774,purismo vanguardista,http://www.wikidata.org/entity/Q178065,Centro Pompidou,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%20-%20Violon%20et%20compotier%20%28Violin%20and%20Fruit%20Dish%29%20%281925%29.jpg
http://www.wikidata.org/entity/Q134623081,Basket and Siphon,http://www.wikidata.org/entity/Q151152,Juan Gris,http://www.wikidata.org/entity/Q478774,purismo vanguardista,http://www.wikidata.org/entity/Q178065,Centro Pompidou,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%20-%20Panier%20et%20siphon%20%28Basket%20and%20Siphon%29%20%281925%29.jpg
http://www.wikidata.org/entity/Q3543898,Cristo crucificado,http://www.wikidata.org/entity/Q5432,Francisco de Goya,http://www.wikidata.org/entity/Q577147,pintura neoclásica,http://www.wikidata.org/entity/Q160112,Museo del Prado,http://commons.wikimedia.org/wiki/Special:FilePath/Cristo%20en%20la%20cruz%20%28Goya%29.jpg
http://www.wikidata.org/entity/Q780930,Mercurio y Argos,http://www.wikidata.org/entity/Q297,Diego Velázquez,http://www.wikidata.org/entity/Q808561,pintura del Barroco,http://www.wikidata.org/entity/Q160112,Museo del Prado,http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A1bula%20de%20Mercurio%20y%20Argos%2C%20by%20Diego%20Vel%C3%A1zquez.jpg
http://www.wikidata.org/entity/Q9015019,Joven decadente,http://www.wikidata.org/entity/Q725681,Ramón Casas,http://www.wikidata.org/entity/Q1122677,modernismo catalán,http://www.wikidata.org/entity/Q428559,Museo de Montserrat,http://commons.wikimedia.org/wiki/Special:FilePath/Jove%20decadent.jpg
http://www.wikidata.org/entity/Q11679864,Antes del baño,http://www.wikidata.org/entity/Q725681,Ramón Casas,http://www.wikidata.org/entity/Q1122677,modernismo catalán,http://www.wikidata.org/entity/Q428559,Museo de Montserrat,http://commons.wikimedia.org/wiki/Special:FilePath/Abans%20del%20bany.jpg
http://www.wikidata.org/entity/Q27780843,La Canal de Mancorbo en los Picos de Europa,http://www.wikidata.org/entity/Q1043318,Carlos de Haes,http://www.wikidata.org/entity/Q10857409,realismo,http://www.wikidata.org/entity/Q160112,Museo del Prado,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20de%20Haes%20-%20Los%20picos%20de%20Europa.jpg
